item_id,item_name,category,household_id,quantity,min_stock_level,mean_daily_usage,daily_usage_variance,refill_lead_time_days,target_label
ITM006,Chicken Breast,Meat,HH019,4.03,1.14,0.473,0.297,3,1
ITM006,Chicken Breast,Meat,HH008,3.54,1.13,0.315,0.113,1,0
ITM014,Orange Juice,Beverages,HH014,1.31,0.92,0.459,0.135,2,1
ITM006,Chicken Breast,Meat,HH006,0.91,0.86,0.233,0.173,2,1
ITM015,Butter,Dairy,HH018,0.22,0.25,0.096,0.025,5,1
ITM007,Tomatoes,Produce,HH006,2.64,0.85,0.334,0.213,1,1
ITM012,Cooking Oil,Pantry,HH008,0.38,0.13,0.061,0.032,4,1
ITM011,Cereal,Pantry,HH008,0.6,0.35,0.105,0.038,5,1
ITM003,Bread,Bakery,HH010,3.52,1.36,0.3,0.181,3,1
ITM009,Cheese,Dairy,HH012,1.04,0.2,0.099,0.062,5,0
ITM006,Chicken Breast,Meat,HH019,1.12,1.05,0.372,0.105,4,1
ITM011,Cereal,Pantry,HH017,0.81,0.24,0.085,0.02,2,1
ITM005,Ice Cream,Frozen,HH016,0.28,0.4,0.185,0.039,5,1
ITM008,Yogurt,Dairy,HH004,3.29,1.33,0.689,0.302,5,1
ITM010,Bananas,Produce,HH008,9.58,1.42,0.359,0.145,1,0
ITM009,Cheese,Dairy,HH006,0.23,0.34,0.079,0.04,1,1
ITM014,Orange Juice,Beverages,HH007,6.9,1.03,0.293,0.054,5,0
ITM002,Eggs,Dairy,HH010,6.76,1.25,0.207,0.075,4,0
ITM012,Cooking Oil,Pantry,HH014,0.14,0.14,0.054,0.033,4,1
ITM005,Ice Cream,Frozen,HH010,1.89,0.76,0.097,0.035,2,0
ITM003,Bread,Bakery,HH015,3.9,1.51,0.284,0.145,1,1
ITM005,Ice Cream,Frozen,HH006,3.28,0.52,0.122,0.075,2,0
ITM005,Ice Cream,Frozen,HH007,0.96,0.54,0.147,0.106,3,1
ITM005,Ice Cream,Frozen,HH020,3.81,0.71,0.108,0.059,4,0
ITM002,Eggs,Dairy,HH019,5.09,1.41,0.465,0.2,5,0
ITM007,Tomatoes,Produce,HH016,3.51,1.08,0.22,0.159,4,0
ITM002,Eggs,Dairy,HH017,5.33,0.83,0.433,0.317,3,0
ITM009,Cheese,Dairy,HH012,0.98,0.22,0.119,0.021,3,1
ITM002,Eggs,Dairy,HH017,6.32,1.34,0.483,0.095,3,0
ITM015,Butter,Dairy,HH004,0.55,0.2,0.079,0.02,5,1
ITM008,Yogurt,Dairy,HH020,3.56,1.06,0.369,0.068,1,0
ITM006,Chicken Breast,Meat,HH020,0.94,0.98,0.169,0.116,5,1
ITM003,Bread,Bakery,HH007,4.9,1.51,0.595,0.465,2,1
ITM002,Eggs,Dairy,HH004,4.91,1.04,0.485,0.255,2,0
ITM004,Rice,Grains,HH017,3.05,0.46,0.138,0.043,1,0
ITM002,Eggs,Dairy,HH018,4.04,0.99,0.377,0.271,1,0
ITM003,Bread,Bakery,HH014,2.36,1.15,0.853,0.664,5,1
ITM009,Cheese,Dairy,HH005,1.4,0.29,0.054,0.039,3,0
ITM002,Eggs,Dairy,HH020,2.3,0.92,0.261,0.101,5,1
ITM006,Chicken Breast,Meat,HH006,2.78,0.96,0.183,0.121,3,0
ITM011,Cereal,Pantry,HH001,0.73,0.31,0.058,0.023,3,1
ITM002,Eggs,Dairy,HH008,1.55,1.51,0.364,0.046,2,1
ITM005,Ice Cream,Frozen,HH013,3.53,0.8,0.205,0.138,3,0
ITM006,Chicken Breast,Meat,HH018,4.83,0.88,0.384,0.124,1,0
ITM004,Rice,Grains,HH014,1.19,0.47,0.182,0.055,5,1
ITM002,Eggs,Dairy,HH005,5.53,1.45,0.297,0.102,3,0
ITM007,Tomatoes,Produce,HH002,5.62,1.09,0.384,0.232,2,0
ITM008,Yogurt,Dairy,HH011,1.87,1.92,0.344,0.197,2,1
ITM010,Bananas,Produce,HH003,3.1,0.88,0.435,0.211,3,1
ITM013,Frozen Peas,Frozen,HH002,2.01,0.34,0.154,0.109,5,0
ITM011,Cereal,Pantry,HH003,0.55,0.2,0.12,0.058,2,1
ITM008,Yogurt,Dairy,HH004,5.58,1.66,0.757,0.207,5,1
ITM004,Rice,Grains,HH014,1.01,0.31,0.27,0.17,5,1
ITM003,Bread,Bakery,HH005,1.24,1.27,0.245,0.102,1,1
ITM003,Bread,Bakery,HH017,2.54,1.09,0.533,0.225,4,1
ITM005,Ice Cream,Frozen,HH012,2.54,0.49,0.236,0.128,5,0
ITM007,Tomatoes,Produce,HH017,8.7,1.33,0.349,0.106,5,0
ITM003,Bread,Bakery,HH017,10.38,1.81,0.59,0.284,3,0
ITM015,Butter,Dairy,HH009,1.72,0.28,0.113,0.013,3,0
ITM014,Orange Juice,Beverages,HH019,5.86,1.13,0.521,0.347,2,0
ITM014,Orange Juice,Beverages,HH009,1.59,0.7,0.415,0.089,1,1
ITM001,Milk,Dairy,HH009,5.43,1.55,0.633,0.267,3,1
ITM008,Yogurt,Dairy,HH002,7.79,1.37,0.635,0.356,5,0
ITM014,Orange Juice,Beverages,HH006,4.85,0.94,0.219,0.041,2,0
ITM013,Frozen Peas,Frozen,HH019,3.35,0.56,0.155,0.023,2,0
ITM008,Yogurt,Dairy,HH009,1.41,1.01,0.512,0.151,2,1
ITM013,Frozen Peas,Frozen,HH019,2.81,0.46,0.232,0.098,2,0
ITM007,Tomatoes,Produce,HH002,5.15,0.77,0.39,0.241,4,0
ITM001,Milk,Dairy,HH012,8.54,2.29,0.528,0.376,3,0
ITM008,Yogurt,Dairy,HH003,4.19,1.1,0.514,0.17,1,1
ITM011,Cereal,Pantry,HH014,1.54,0.26,0.164,0.118,2,0
ITM006,Chicken Breast,Meat,HH002,2.71,1.18,0.222,0.133,5,0
ITM015,Butter,Dairy,HH011,1.07,0.27,0.08,0.012,4,0
ITM015,Butter,Dairy,HH008,1.44,0.26,0.104,0.056,2,0
ITM003,Bread,Bakery,HH016,3.15,1.61,0.317,0.059,3,1
ITM008,Yogurt,Dairy,HH004,0.95,1.26,0.854,0.425,3,1
ITM001,Milk,Dairy,HH015,5.79,1.22,0.282,0.043,3,0
ITM001,Milk,Dairy,HH007,1.85,1.61,0.674,0.353,1,1
ITM007,Tomatoes,Produce,HH019,3.92,0.95,0.453,0.09,2,1
ITM013,Frozen Peas,Frozen,HH011,0.5,0.4,0.107,0.011,3,1
ITM013,Frozen Peas,Frozen,HH013,1.35,0.46,0.23,0.03,3,1
ITM010,Bananas,Produce,HH013,3.31,0.99,0.443,0.085,1,1
ITM015,Butter,Dairy,HH002,1.05,0.2,0.07,0.04,2,0
ITM010,Bananas,Produce,HH008,3.39,1.19,0.485,0.181,5,1
ITM001,Milk,Dairy,HH008,6.18,1.44,0.677,0.265,4,1
ITM014,Orange Juice,Beverages,HH010,3.73,1.01,0.157,0.114,1,0
ITM008,Yogurt,Dairy,HH016,10.7,1.57,0.472,0.201,3,0
ITM001,Milk,Dairy,HH019,5.43,1.42,0.97,0.52,4,1
ITM009,Cheese,Dairy,HH001,1.18,0.29,0.072,0.041,1,0
ITM014,Orange Juice,Beverages,HH010,1.62,0.8,0.139,0.057,5,1
ITM012,Cooking Oil,Pantry,HH009,0.74,0.18,0.08,0.047,3,0
ITM013,Frozen Peas,Frozen,HH007,0.5,0.51,0.107,0.079,5,1
ITM003,Bread,Bakery,HH011,1.31,1.0,0.446,0.118,4,1
ITM006,Chicken Breast,Meat,HH012,0.87,0.91,0.299,0.18,2,1
ITM001,Milk,Dairy,HH012,11.08,1.91,0.55,0.399,4,0
ITM008,Yogurt,Dairy,HH007,1.9,1.23,0.46,0.204,3,1
ITM011,Cereal,Pantry,HH013,0.57,0.36,0.108,0.067,4,1
ITM014,Orange Juice,Beverages,HH018,5.52,1.16,0.404,0.128,5,0
ITM010,Bananas,Produce,HH016,0.66,1.15,0.41,0.151,1,1
ITM004,Rice,Grains,HH007,1.25,0.35,0.146,0.105,2,0
ITM008,Yogurt,Dairy,HH004,1.24,1.2,0.517,0.238,1,1
ITM014,Orange Juice,Beverages,HH010,3.09,0.69,0.162,0.073,1,0
ITM008,Yogurt,Dairy,HH007,1.59,1.31,0.644,0.45,5,1
ITM009,Cheese,Dairy,HH015,1.82,0.37,0.05,0.029,2,0
ITM002,Eggs,Dairy,HH003,1.09,1.2,0.393,0.137,5,1
ITM002,Eggs,Dairy,HH001,0.92,0.8,0.404,0.041,5,1
ITM010,Bananas,Produce,HH012,0.9,1.24,0.367,0.252,2,1
ITM005,Ice Cream,Frozen,HH004,4.14,0.74,0.274,0.187,3,0
ITM005,Ice Cream,Frozen,HH001,2.06,0.7,0.17,0.045,2,0
ITM005,Ice Cream,Frozen,HH012,1.55,0.54,0.168,0.036,1,1
ITM004,Rice,Grains,HH020,1.45,0.47,0.116,0.016,3,0
ITM005,Ice Cream,Frozen,HH016,3.34,0.59,0.142,0.025,5,0
ITM002,Eggs,Dairy,HH003,4.76,0.99,0.372,0.218,2,0
ITM015,Butter,Dairy,HH002,0.4,0.19,0.085,0.025,2,1
ITM012,Cooking Oil,Pantry,HH016,0.97,0.14,0.046,0.023,2,0
ITM002,Eggs,Dairy,HH017,1.97,0.91,0.446,0.069,2,1
ITM010,Bananas,Produce,HH007,7.24,1.22,0.407,0.126,1,0
ITM009,Cheese,Dairy,HH017,1.53,0.34,0.116,0.024,5,0
ITM006,Chicken Breast,Meat,HH009,1.36,1.08,0.32,0.104,4,1
ITM015,Butter,Dairy,HH014,1.44,0.22,0.117,0.016,1,0
ITM009,Cheese,Dairy,HH017,2.07,0.38,0.117,0.069,2,0
ITM002,Eggs,Dairy,HH020,3.88,0.9,0.309,0.155,1,0
ITM001,Milk,Dairy,HH006,3.69,1.6,0.391,0.246,5,1
ITM006,Chicken Breast,Meat,HH004,5.24,1.19,0.469,0.16,2,0
ITM004,Rice,Grains,HH001,2.36,0.55,0.102,0.048,5,0
ITM015,Butter,Dairy,HH016,0.59,0.26,0.067,0.042,1,1
ITM012,Cooking Oil,Pantry,HH012,0.75,0.16,0.038,0.03,2,0
ITM007,Tomatoes,Produce,HH017,3.81,1.06,0.405,0.173,3,1
ITM010,Bananas,Produce,HH004,1.03,1.38,0.478,0.359,1,1
ITM006,Chicken Breast,Meat,HH015,2.03,0.75,0.156,0.043,1,0
ITM010,Bananas,Produce,HH004,5.95,1.35,0.649,0.296,2,1
ITM005,Ice Cream,Frozen,HH001,2.33,0.68,0.175,0.094,4,0
ITM009,Cheese,Dairy,HH016,0.99,0.33,0.069,0.021,3,0
ITM002,Eggs,Dairy,HH001,3.37,1.08,0.238,0.154,4,0
ITM011,Cereal,Pantry,HH009,1.03,0.34,0.129,0.095,2,1
ITM005,Ice Cream,Frozen,HH020,0.69,0.45,0.137,0.074,4,1
ITM010,Bananas,Produce,HH009,7.82,1.5,0.694,0.209,4,0
ITM007,Tomatoes,Produce,HH001,1.89,1.22,0.23,0.079,5,1
ITM012,Cooking Oil,Pantry,HH005,1.05,0.19,0.027,0.017,5,0
ITM014,Orange Juice,Beverages,HH002,2.27,0.79,0.236,0.125,2,1
ITM007,Tomatoes,Produce,HH013,5.08,0.81,0.3,0.076,2,0
ITM010,Bananas,Produce,HH013,6.02,1.37,0.387,0.119,5,0
ITM011,Cereal,Pantry,HH020,1.87,0.34,0.054,0.017,4,0
ITM013,Frozen Peas,Frozen,HH016,2.93,0.49,0.142,0.055,4,0
ITM002,Eggs,Dairy,HH009,8.34,1.29,0.631,0.431,1,0
ITM003,Bread,Bakery,HH002,6.44,1.09,0.497,0.079,5,0
ITM014,Orange Juice,Beverages,HH020,2.34,1.1,0.217,0.114,1,1
ITM003,Bread,Bakery,HH015,11.27,1.84,0.211,0.035,4,0
ITM015,Butter,Dairy,HH008,0.39,0.28,0.122,0.027,2,1
ITM014,Orange Juice,Beverages,HH005,4.89,0.89,0.197,0.047,4,0
ITM008,Yogurt,Dairy,HH015,4.4,1.13,0.316,0.147,3,0
ITM009,Cheese,Dairy,HH006,0.98,0.23,0.065,0.009,5,0
ITM013,Frozen Peas,Frozen,HH018,0.86,0.45,0.14,0.021,1,1
ITM006,Chicken Breast,Meat,HH015,1.17,0.65,0.231,0.184,4,1
ITM002,Eggs,Dairy,HH003,2.69,1.43,0.41,0.182,3,1
ITM013,Frozen Peas,Frozen,HH013,2.9,0.53,0.136,0.056,2,0
ITM014,Orange Juice,Beverages,HH014,4.08,1.1,0.471,0.139,2,0
ITM008,Yogurt,Dairy,HH011,8.45,1.33,0.396,0.113,3,0
ITM008,Yogurt,Dairy,HH005,5.74,1.23,0.357,0.21,1,0
ITM002,Eggs,Dairy,HH010,7.55,1.47,0.241,0.068,4,0
ITM001,Milk,Dairy,HH010,1.86,1.59,0.345,0.129,5,1
ITM004,Rice,Grains,HH007,3.05,0.59,0.121,0.06,1,0
ITM014,Orange Juice,Beverages,HH010,3.97,0.62,0.233,0.139,5,0
ITM005,Ice Cream,Frozen,HH005,1.93,0.6,0.098,0.015,5,0
ITM001,Milk,Dairy,HH004,12.83,2.0,0.992,0.783,5,0
ITM003,Bread,Bakery,HH018,5.06,1.35,0.478,0.066,4,0
ITM001,Milk,Dairy,HH008,9.41,2.21,0.935,0.131,3,0
ITM005,Ice Cream,Frozen,HH019,3.01,0.72,0.311,0.147,5,0
ITM008,Yogurt,Dairy,HH006,7.23,1.82,0.411,0.096,4,0
ITM007,Tomatoes,Produce,HH014,5.41,1.1,0.368,0.227,4,0
ITM012,Cooking Oil,Pantry,HH020,0.15,0.2,0.028,0.021,4,1
ITM009,Cheese,Dairy,HH009,0.58,0.22,0.156,0.117,2,1
ITM008,Yogurt,Dairy,HH008,7.22,1.87,0.584,0.175,5,0
ITM011,Cereal,Pantry,HH015,0.91,0.24,0.054,0.028,2,0
ITM005,Ice Cream,Frozen,HH006,1.74,0.67,0.125,0.025,5,0
ITM006,Chicken Breast,Meat,HH013,0.94,0.85,0.432,0.156,5,1
ITM013,Frozen Peas,Frozen,HH016,0.59,0.31,0.131,0.035,3,1
ITM001,Milk,Dairy,HH010,3.55,1.28,0.446,0.069,5,1
ITM003,Bread,Bakery,HH019,5.48,1.99,0.894,0.261,5,1
ITM010,Bananas,Produce,HH009,7.92,1.21,0.666,0.259,1,0
ITM001,Milk,Dairy,HH007,11.22,2.28,0.739,0.229,1,0
ITM015,Butter,Dairy,HH018,1.1,0.31,0.1,0.039,4,0
ITM008,Yogurt,Dairy,HH013,1.79,1.07,0.732,0.295,4,1
ITM014,Orange Juice,Beverages,HH005,5.37,1.0,0.191,0.092,5,0
ITM004,Rice,Grains,HH019,0.58,0.53,0.22,0.028,4,1
ITM003,Bread,Bakery,HH016,5.47,1.01,0.39,0.263,5,0
ITM001,Milk,Dairy,HH010,1.0,1.92,0.298,0.068,2,1
ITM014,Orange Juice,Beverages,HH001,3.27,1.02,0.247,0.096,1,0
ITM007,Tomatoes,Produce,HH007,2.57,0.71,0.313,0.181,2,1
ITM011,Cereal,Pantry,HH001,1.93,0.28,0.09,0.035,5,0
ITM003,Bread,Bakery,HH009,4.02,1.59,0.846,0.278,3,1
ITM002,Eggs,Dairy,HH004,3.72,0.85,0.675,0.45,5,1
ITM012,Cooking Oil,Pantry,HH017,0.3,0.2,0.038,0.014,5,1
ITM008,Yogurt,Dairy,HH013,10.82,1.82,0.568,0.239,2,0
ITM005,Ice Cream,Frozen,HH018,1.74,0.49,0.267,0.032,5,1
ITM006,Chicken Breast,Meat,HH004,1.23,0.63,0.476,0.122,3,1
ITM011,Cereal,Pantry,HH020,0.41,0.21,0.05,0.036,2,1
ITM009,Cheese,Dairy,HH010,0.71,0.23,0.078,0.022,5,1
ITM005,Ice Cream,Frozen,HH004,2.83,0.65,0.218,0.116,5,0
ITM009,Cheese,Dairy,HH005,0.56,0.36,0.042,0.02,3,1
ITM002,Eggs,Dairy,HH001,3.94,0.98,0.248,0.188,3,0
ITM012,Cooking Oil,Pantry,HH013,1.11,0.18,0.053,0.039,3,0
ITM006,Chicken Breast,Meat,HH004,6.2,1.2,0.405,0.269,4,0
ITM005,Ice Cream,Frozen,HH014,4.79,0.69,0.345,0.038,4,0
ITM006,Chicken Breast,Meat,HH008,4.97,0.99,0.362,0.091,4,0
ITM003,Bread,Bakery,HH018,4.52,1.11,0.556,0.43,2,1
ITM006,Chicken Breast,Meat,HH015,6.89,1.1,0.183,0.06,4,0
ITM008,Yogurt,Dairy,HH013,3.64,1.27,0.527,0.303,4,1
ITM008,Yogurt,Dairy,HH019,8.48,1.78,0.825,0.364,5,1
ITM007,Tomatoes,Produce,HH017,9.25,1.35,0.318,0.177,5,0
ITM005,Ice Cream,Frozen,HH001,1.48,0.76,0.173,0.025,2,1
ITM006,Chicken Breast,Meat,HH008,5.77,0.94,0.334,0.042,2,0
ITM015,Butter,Dairy,HH014,0.77,0.16,0.111,0.051,5,1
ITM011,Cereal,Pantry,HH001,0.63,0.3,0.094,0.028,3,1
ITM002,Eggs,Dairy,HH020,2.11,1.25,0.24,0.086,3,1
ITM007,Tomatoes,Produce,HH013,8.25,1.2,0.373,0.09,4,0
ITM003,Bread,Bakery,HH017,1.29,1.48,0.583,0.392,1,1
ITM013,Frozen Peas,Frozen,HH020,2.94,0.54,0.111,0.054,2,0
ITM007,Tomatoes,Produce,HH005,1.07,1.33,0.178,0.033,1,1
ITM007,Tomatoes,Produce,HH010,3.27,1.05,0.152,0.067,5,0
ITM001,Milk,Dairy,HH012,4.15,2.26,0.445,0.251,3,1
ITM008,Yogurt,Dairy,HH017,6.13,1.49,0.594,0.176,4,0
ITM008,Yogurt,Dairy,HH015,1.06,1.54,0.385,0.091,2,1
ITM011,Cereal,Pantry,HH001,1.23,0.29,0.09,0.056,2,0
ITM007,Tomatoes,Produce,HH007,3.52,0.82,0.407,0.139,3,0
ITM014,Orange Juice,Beverages,HH004,4.04,0.76,0.531,0.213,3,1
ITM007,Tomatoes,Produce,HH019,5.62,1.02,0.548,0.362,3,0
ITM001,Milk,Dairy,HH019,4.85,2.34,0.754,0.54,1,1
ITM007,Tomatoes,Produce,HH015,3.97,0.89,0.154,0.04,3,0
ITM013,Frozen Peas,Frozen,HH010,1.35,0.51,0.094,0.063,4,0
ITM012,Cooking Oil,Pantry,HH020,0.54,0.12,0.027,0.007,4,0
ITM009,Cheese,Dairy,HH011,2.38,0.37,0.067,0.029,2,0
ITM007,Tomatoes,Produce,HH017,3.57,0.86,0.307,0.128,2,0
ITM010,Bananas,Produce,HH001,2.57,0.92,0.288,0.149,5,0
ITM001,Milk,Dairy,HH002,9.77,2.28,0.662,0.253,1,0
ITM003,Bread,Bakery,HH020,5.2,1.07,0.376,0.237,1,0
ITM005,Ice Cream,Frozen,HH020,3.3,0.49,0.106,0.073,5,0
ITM004,Rice,Grains,HH020,1.43,0.31,0.076,0.02,4,0
ITM003,Bread,Bakery,HH017,7.87,1.84,0.516,0.184,2,0
ITM008,Yogurt,Dairy,HH009,11.38,1.74,0.737,0.557,2,0
ITM014,Orange Juice,Beverages,HH003,2.76,0.7,0.367,0.152,2,1
ITM012,Cooking Oil,Pantry,HH010,0.62,0.17,0.039,0.01,5,0
ITM009,Cheese,Dairy,HH019,0.76,0.29,0.114,0.032,5,1
ITM012,Cooking Oil,Pantry,HH011,1.25,0.19,0.042,0.034,5,0
ITM012,Cooking Oil,Pantry,HH017,0.51,0.14,0.041,0.025,3,0
ITM010,Bananas,Produce,HH015,6.04,1.46,0.211,0.06,5,0
ITM010,Bananas,Produce,HH009,0.86,0.82,0.392,0.202,3,1
ITM005,Ice Cream,Frozen,HH013,1.01,0.57,0.289,0.071,4,1
ITM013,Frozen Peas,Frozen,HH009,0.75,0.58,0.215,0.128,5,1
ITM013,Frozen Peas,Frozen,HH004,1.87,0.59,0.214,0.123,4,0
ITM015,Butter,Dairy,HH004,2.23,0.32,0.123,0.03,5,0
ITM009,Cheese,Dairy,HH015,1.88,0.27,0.063,0.016,4,0
ITM006,Chicken Breast,Meat,HH013,4.25,1.0,0.465,0.073,5,1
ITM008,Yogurt,Dairy,HH004,5.16,1.5,0.895,0.519,4,1
ITM004,Rice,Grains,HH008,1.65,0.31,0.212,0.026,5,1
ITM008,Yogurt,Dairy,HH016,1.71,1.41,0.471,0.117,5,1
ITM003,Bread,Bakery,HH005,6.46,1.1,0.249,0.197,3,0
ITM008,Yogurt,Dairy,HH014,13.2,1.9,0.826,0.123,4,0
ITM009,Cheese,Dairy,HH016,1.26,0.26,0.08,0.042,2,0
ITM008,Yogurt,Dairy,HH003,6.05,1.87,0.47,0.179,5,0
ITM008,Yogurt,Dairy,HH020,2.65,1.44,0.383,0.262,2,1
ITM005,Ice Cream,Frozen,HH003,4.36,0.64,0.176,0.097,3,0
ITM015,Butter,Dairy,HH011,0.65,0.19,0.051,0.025,5,0
ITM008,Yogurt,Dairy,HH004,4.38,1.48,0.909,0.55,2,1
ITM014,Orange Juice,Beverages,HH019,0.52,0.87,0.419,0.223,5,1
ITM005,Ice Cream,Frozen,HH009,4.0,0.58,0.273,0.182,2,0
ITM010,Bananas,Produce,HH016,3.24,0.98,0.251,0.026,5,0
ITM005,Ice Cream,Frozen,HH010,1.34,0.58,0.106,0.036,3,1
ITM007,Tomatoes,Produce,HH019,1.24,1.0,0.532,0.181,4,1
ITM007,Tomatoes,Produce,HH010,3.69,1.11,0.198,0.148,1,0
ITM007,Tomatoes,Produce,HH019,3.34,0.96,0.533,0.275,5,1
ITM008,Yogurt,Dairy,HH010,11.87,1.71,0.262,0.063,1,0
ITM012,Cooking Oil,Pantry,HH011,0.62,0.15,0.051,0.034,2,0
ITM001,Milk,Dairy,HH012,5.8,1.55,0.482,0.126,4,0
ITM006,Chicken Breast,Meat,HH014,4.33,1.0,0.513,0.071,3,1
ITM010,Bananas,Produce,HH005,10.37,1.49,0.229,0.182,2,0
ITM007,Tomatoes,Produce,HH005,7.15,1.21,0.262,0.192,2,0
ITM003,Bread,Bakery,HH006,3.05,1.9,0.366,0.198,2,1
ITM005,Ice Cream,Frozen,HH007,2.55,0.48,0.228,0.161,5,1
ITM003,Bread,Bakery,HH012,0.98,1.19,0.457,0.182,4,1
ITM011,Cereal,Pantry,HH005,1.1,0.29,0.052,0.017,3,0
ITM009,Cheese,Dairy,HH017,1.41,0.22,0.089,0.033,2,0
ITM014,Orange Juice,Beverages,HH016,2.66,0.72,0.195,0.071,5,0
ITM002,Eggs,Dairy,HH007,4.4,1.02,0.38,0.111,4,0
ITM011,Cereal,Pantry,HH003,1.22,0.21,0.146,0.107,3,1
ITM014,Orange Juice,Beverages,HH016,5.37,0.95,0.241,0.185,2,0
ITM013,Frozen Peas,Frozen,HH008,0.49,0.37,0.172,0.052,3,1
ITM015,Butter,Dairy,HH015,1.62,0.27,0.037,0.022,5,0
ITM011,Cereal,Pantry,HH019,1.64,0.36,0.148,0.056,5,0
ITM007,Tomatoes,Produce,HH001,6.48,1.21,0.311,0.226,4,0
ITM015,Butter,Dairy,HH020,0.24,0.2,0.059,0.045,2,1
ITM009,Cheese,Dairy,HH016,0.3,0.22,0.079,0.055,3,1
ITM014,Orange Juice,Beverages,HH013,0.69,0.8,0.306,0.045,1,1
ITM003,Bread,Bakery,HH011,0.73,1.4,0.287,0.182,1,1
ITM002,Eggs,Dairy,HH008,3.62,1.59,0.551,0.226,5,1
ITM006,Chicken Breast,Meat,HH003,2.72,0.75,0.336,0.257,5,1
ITM005,Ice Cream,Frozen,HH001,4.52,0.76,0.124,0.076,4,0
ITM001,Milk,Dairy,HH010,6.44,1.35,0.379,0.15,3,0
ITM014,Orange Juice,Beverages,HH003,8.15,1.18,0.466,0.146,4,0
ITM006,Chicken Breast,Meat,HH001,1.13,0.69,0.224,0.062,3,1
ITM009,Cheese,Dairy,HH019,0.25,0.32,0.117,0.048,5,1
ITM007,Tomatoes,Produce,HH012,3.1,1.1,0.284,0.036,4,1
ITM014,Orange Juice,Beverages,HH014,7.16,1.14,0.501,0.272,2,0
ITM004,Rice,Grains,HH014,1.27,0.51,0.265,0.148,5,1
ITM014,Orange Juice,Beverages,HH005,6.14,1.17,0.155,0.079,5,0
ITM001,Milk,Dairy,HH014,3.12,1.59,0.784,0.1,2,1
ITM008,Yogurt,Dairy,HH015,3.33,1.57,0.254,0.04,5,0
ITM002,Eggs,Dairy,HH002,4.62,0.99,0.396,0.292,1,0
ITM005,Ice Cream,Frozen,HH005,1.02,0.52,0.13,0.097,4,1
ITM003,Bread,Bakery,HH007,9.07,1.93,0.435,0.053,2,0
ITM011,Cereal,Pantry,HH003,1.64,0.31,0.154,0.122,5,0
ITM013,Frozen Peas,Frozen,HH003,1.23,0.52,0.233,0.061,4,1
ITM011,Cereal,Pantry,HH006,1.83,0.3,0.067,0.012,1,0
ITM014,Orange Juice,Beverages,HH009,0.72,1.14,0.333,0.182,3,1
ITM015,Butter,Dairy,HH009,1.91,0.28,0.125,0.051,4,0
ITM010,Bananas,Produce,HH015,5.54,0.87,0.191,0.08,5,0
ITM010,Bananas,Produce,HH003,2.19,1.12,0.554,0.368,5,1
ITM004,Rice,Grains,HH011,0.51,0.34,0.15,0.08,2,1
ITM009,Cheese,Dairy,HH018,0.29,0.27,0.085,0.042,1,1
ITM003,Bread,Bakery,HH001,3.05,1.7,0.285,0.034,3,1
ITM005,Ice Cream,Frozen,HH016,1.73,0.63,0.204,0.047,3,1
ITM003,Bread,Bakery,HH018,10.09,1.56,0.536,0.33,4,0
ITM002,Eggs,Dairy,HH012,5.76,0.95,0.348,0.115,2,0
ITM011,Cereal,Pantry,HH015,0.82,0.27,0.048,0.009,5,0
ITM004,Rice,Grains,HH010,0.54,0.37,0.086,0.044,4,1
ITM003,Bread,Bakery,HH020,9.56,1.39,0.319,0.066,2,0
ITM010,Bananas,Produce,HH001,7.32,1.46,0.355,0.205,5,0
ITM004,Rice,Grains,HH009,2.75,0.51,0.225,0.157,3,0
ITM005,Ice Cream,Frozen,HH008,2.65,0.49,0.212,0.069,2,0
ITM010,Bananas,Produce,HH002,3.11,1.54,0.447,0.256,1,1
ITM006,Chicken Breast,Meat,HH020,3.89,0.65,0.194,0.14,4,0
ITM006,Chicken Breast,Meat,HH014,3.05,0.93,0.412,0.264,5,1
ITM013,Frozen Peas,Frozen,HH007,2.63,0.43,0.187,0.09,1,0
ITM002,Eggs,Dairy,HH001,2.16,0.9,0.332,0.119,5,1
ITM014,Orange Juice,Beverages,HH001,0.82,0.7,0.253,0.173,2,1
ITM012,Cooking Oil,Pantry,HH020,0.65,0.19,0.035,0.006,4,0
ITM013,Frozen Peas,Frozen,HH002,2.93,0.43,0.109,0.081,2,0
ITM005,Ice Cream,Frozen,HH013,2.04,0.51,0.203,0.054,3,0
ITM010,Bananas,Produce,HH020,5.09,1.34,0.259,0.206,1,0
ITM004,Rice,Grains,HH006,1.56,0.6,0.091,0.025,3,0
ITM010,Bananas,Produce,HH017,3.41,0.92,0.463,0.06,2,1
ITM007,Tomatoes,Produce,HH012,5.25,1.39,0.277,0.118,1,0
ITM011,Cereal,Pantry,HH002,0.18,0.25,0.076,0.043,2,1
ITM004,Rice,Grains,HH008,0.55,0.39,0.149,0.117,1,1
ITM014,Orange Juice,Beverages,HH016,3.37,1.19,0.212,0.084,5,0
ITM010,Bananas,Produce,HH001,2.12,1.06,0.26,0.164,5,1
ITM014,Orange Juice,Beverages,HH012,5.68,1.18,0.288,0.09,5,0
ITM008,Yogurt,Dairy,HH001,0.83,1.44,0.368,0.107,3,1
ITM003,Bread,Bakery,HH007,8.33,1.6,0.468,0.368,3,0
ITM009,Cheese,Dairy,HH015,0.34,0.37,0.063,0.029,4,1
ITM004,Rice,Grains,HH006,1.31,0.55,0.125,0.056,4,0
ITM008,Yogurt,Dairy,HH002,3.99,1.44,0.359,0.234,1,0
